Incident Number,Date,Time Out,Time In,Location,Call Type,Response Area,Company Run #,Box or Street Assignment,Working Fire,Unit 1,Unit 1 Off ID,Unit 1 Dr ID,Unit 1 FF1 ID,Unit 1 FF2 ID,Unit 1 FF3 ID,Unit 1 FF4 ID,Unit 1 FF5 ID,Unit 1 FF6 ID,Unit 1 FF7 ID,Unit 1 Disposition,Unit 2,Unit 2 Off ID,Unit 2 Dr ID,Unit 2 FF1 ID,Unit 2 FF2 ID,Unit 2 FF3 ID,Unit 2 FF4 ID,Unit 2 FF5 ID,Unit 2 FF6 ID,Unit 2 FF7 ID,Unit 2 Disposition,Unit 3,Unit 3 Off ID,Unit 3 Dr ID,Unit 3 FF1 ID,Unit 3 FF2 ID,Unit 3 FF3 ID,Unit 3 FF4 ID,Unit 3 FF5 ID,Unit 3 FF6 ID,Unit 3 FF7 ID,Unit 3 Disposition,Unit 4,Unit 4 Off ID,Unit 4 Dr ID,Unit 4 FF1 ID,Unit 4 FF2 ID,Unit 4 FF3 ID,Unit 4 FF4 ID,Unit 4 FF5 ID,Unit 4 FF6 ID,Unit 4 FF7 ID,Unit 4 Disposition,Unit 5,Unit 5 Off ID,Unit 5 Dr ID,Unit 5 FF1 ID,Unit 5 FF2 ID,Unit 5 FF3 ID,Unit 5 FF4 ID,Unit 5 FF5 ID,Unit 5 FF6 ID,Unit 5 FF7 ID,Unit 5 Disposition,Remarks,Report by,Type of Incident,Box Area
150460355,15-Feb-15,00-Jan-00,00-Jan-00,3900 Old Silver Hill Rd,Other Emergency,Surrounding Area,244088,FALSE,FALSE,TK12,20100,21021,21532,21654,21665,22742,22679,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transfer,20100,,Other PG
150460409,15-Feb-15,00-Jan-00,00-Jan-00,4444 Branch Ave,Non-Emergency Incidents,Surrounding Area,245089,FALSE,FALSE,TK12,20100,21021,21532,21654,21665,22742,22679,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,Other PG
150460447,15-Feb-15,00-Jan-00,00-Jan-00,4235 28th Ave,Non-Emergency Incidents,Surrounding Area,246090,FALSE,FALSE,TK12,20100,21021,21665,21654,21532,22742,22679,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,Other PG
150460458,15-Feb-15,00-Jan-00,00-Jan-00,3747 Donnell Dr,Structure Fire,Surrounding Area,247091,TRUE,FALSE,TK12,20100,21021,21665,21654,21532,22742,22679,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,Other PG
150460513,15-Feb-15,00-Jan-00,00-Jan-00,6903 Preinkert Dr #5512,Non-Emergency Incidents,University of Maryland,248092,FALSE,FALSE,Utility,22679,22176,,,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150460525,15-Feb-15,00-Jan-00,00-Jan-00,10 Field House Dr,Automatic Alarms,University of Maryland,249093,FALSE,FALSE,E122,20100,21021,21532,22679,,,,,,Investigation - Malfunctioning Alarm,Stat,,,21014,21665,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150460550,15-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,250094,FALSE,FALSE,E122,20100,21021,21532,21014,22679,21665,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Pipe,20100,,12
150470020,16-Feb-15,00-Jan-00,00-Jan-00,5501 Carters Ln,Structure Fire,Surrounding Area,251095,TRUE,TRUE,TK12,20100,21021,21532,21665,21014,,,,,Emergency Operations Performed,C12,10238,,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIT,20100,,13
150470106,16-Feb-15,00-Jan-00,00-Jan-00,143 Campus Dr,Automatic Alarms,University of Maryland,252096,FALSE,FALSE,E122,20100,16691,9781,21021,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150470138,16-Feb-15,00-Jan-00,00-Jan-00,73 Campus Dr,Automatic Alarms,University of Maryland,253097,FALSE,FALSE,E122,20100,16691,9781,22742,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Steam Pipe,20100,,12
150470215,16-Feb-15,00-Jan-00,00-Jan-00,254 Denton Dr,Automatic Alarms,University of Maryland,254098,FALSE,FALSE,E122,20100,16691,9781,22742,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150470264,16-Feb-15,00-Jan-00,00-Jan-00,140 Campus Drive,EMS Assists,University of Maryland,255099,FALSE,FALSE,E122,20100,16691,22485,9781,22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serve as suppression unit on EMS call unil arrival of MD844.,22176,,12
150470332,16-Feb-15,00-Jan-00,00-Jan-00,6 Fraternity Dr,Automatic Alarms,University of Maryland,256100,FALSE,FALSE,E122,20100,16854,21021,21654,22485,,,,,Investigation - Malfunctioning Alarm,C12,10238,,,,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150470364,16-Feb-15,00-Jan-00,00-Jan-00,7913 Mandan Rd #301,Structure Fire,Surrounding Area,257101,TRUE,FALSE,TK12,20100,21021,21654,22679,,,,,,PISPTA,C12A,9781,,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,35
150470368,16-Feb-15,00-Jan-00,00-Jan-00,142 Regents Dr,Non-Emergency Incidents,University of Maryland,258102,FALSE,FALSE,TK12,20100,21021,21654,22679,,,,,,Investigation - Malfunctioning Alarm,C12,10238,,,,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken Pipe,20100,,12
150470392,16-Feb-15,00-Jan-00,00-Jan-00,7406 Columbia Ave,Non-Emergency Incidents,City of College Park,259103,FALSE,FALSE,E122,20100,21021,21654,22679,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken pipe shut off water,20100,,12
150470515,16-Feb-15,00-Jan-00,00-Jan-00,4901 Paint Branch Pkwy,Non-Emergency Incidents,City of College Park,260104,FALSE,FALSE,Utility,,21014,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150470569,16-Feb-15,00-Jan-00,00-Jan-00,77 Regents Dr,Structure Fire,University of Maryland,261105,TRUE,FALSE,E122,20100,9781,21665,22742,,,,,,Investigation - Nothing Found,TK12,18044,17826,21021,21654,22485,,,,,Investigation - Nothing Found,C12,10238,,,,,,,,,Investigation - Nothing Found,Utility,,21014,,,,,,,,Investigation - Nothing Found,,,,,,,,,,,,"Investigation of fire ""flickering"" in the window, nothing found good intent.",20100,,12
150470657,16-Feb-15,00-Jan-00,00-Jan-00,College Ave/Baltimore Ave,Non-Emergency Incidents,City of College Park,262106,FALSE,FALSE,Utility,22896,21014,,,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wires Down,21014,,12
150480001,17-Feb-15,00-Jan-00,00-Jan-00,10000 Baltimore Ave,Structure Fire,City of College Park,263107,TRUE,TRUE,TK12,18044,17826,21021,20326,22485,21654,,,,Emergency Operations Performed,C12,10238,,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire in HVAC unit in hotel room,20100,,31
150480002,17-Feb-15,00-Jan-00,00-Jan-00,10000 Baltimore Ave,Structure Fire,City of College Park,264108,TRUE,FALSE,E122,20100,9781,21665,21532,22742,22679,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,See incident #150480001,20100,,31
150480006,17-Feb-15,00-Jan-00,00-Jan-00,4801 Berwyn House Rd,Non-Emergency Incidents,City of College Park,265109,FALSE,FALSE,Utility,,21014,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150480155,17-Feb-15,00-Jan-00,00-Jan-00,7501 Baltimore Ave,Non-Emergency Incidents,City of College Park,266110,FALSE,FALSE,E122,20100,18044,21532,21654,22679,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150480294,17-Feb-15,00-Jan-00,00-Jan-00,4517 College Ave,Hazmat / Hazardous Condition,City of College Park,268112,TRUE,FALSE,E122,20100,18044,21014,22742,21654,21016,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150480329,17-Feb-15,00-Jan-00,00-Jan-00,4518 Knox Rd,EMS Assists,University of Maryland,269113,FALSE,FALSE,E122,20100,18044,21014,21654,22485,21016,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150480433,17-Feb-15,00-Jan-00,00-Jan-00,10 Field House Dr,Automatic Alarms,University of Maryland,270114,FALSE,FALSE,Utility,22986,22742,,,,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150480440,17-Feb-15,00-Jan-00,00-Jan-00,4809 Laguna Rd,Hazmat / Hazardous Condition,City of College Park,271115,TRUE,FALSE,TK12,20100,11631,22742,21654,21532,20825,21016,,,PISOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,11
150480506,18-Feb-15,00-Jan-00,00-Jan-00,7416 Baltimore Ave,Automatic Alarms,City of College Park,272116,FALSE,FALSE,E122,20100,21021,21532,21654,22679,21016,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150490139,18-Feb-15,00-Jan-00,00-Jan-00,#087 Engineering Drive,Automatic Alarms,University of Maryland,274118,FALSE,FALSE,C12,,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reset AFA from steam leak.,10238,,12
150490298,18-Feb-15,00-Jan-00,00-Jan-00,90 Stadium Dr,Automatic Alarms,University of Maryland,276120,FALSE,FALSE,E122,20100,21021,21654,21665,21532,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150490363,18-Feb-15,00-Jan-00,00-Jan-00,4711 Berwyn House Rd,EMS Assists,City of College Park,277121,FALSE,FALSE,E122,20100,21021,21532,21654,21665,22679,22591,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150490440,18-Feb-15,00-Jan-00,00-Jan-00,5017 Marlboro Pike,Hazmat / Hazardous Condition,Surrounding Area,278122,TRUE,FALSE,HMSU12,21532,21654,,,,,,,,PISPTA,F12,21021,20100,21014,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pispta,",21021,,Other PG
150500237,19-Feb-15,00-Jan-00,00-Jan-00,5914 Cherrywood Rd,Structure Fire,Surrounding Area,283127,TRUE,FALSE,E122,,,20100,21021,21532,,,,,Staged,C12,10238,,,,,,,,,Staged,C12B,16691,,,,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,20100,,14
150500261,19-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Non-Emergency Incidents,City of College Park,284128,FALSE,FALSE,E122,20100,21021,21014,22679,22742,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150500268,19-Feb-15,00-Jan-00,00-Jan-00,1513 Hampshire West Ct,Structure Fire,Surrounding Area,285129,TRUE,FALSE,TK12,20100,21021,21014,22742,22679,,,,,Staged,C12,10238,,,,,,,,,Staged,C12B,16691,,,,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,20100,,Montgomery County
150500281,19-Feb-15,00-Jan-00,00-Jan-00,3711 Campus Dr,Automatic Alarms,City of College Park,286130,FALSE,FALSE,E122,20100,21021,21014,22679,21654,22742,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150500308,19-Feb-15,00-Jan-00,00-Jan-00,3326 Lancer Dr #1,Structure Fire,Surrounding Area,287131,TRUE,FALSE,TK12,20100,21021,21014,21665,21654,22679,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,01
150500335,19-Feb-15,00-Jan-00,00-Jan-00,5451 16th Ave,Structure Fire,Surrounding Area,288132,TRUE,TRUE,TK12,20100,21021,21014,20098,22742,21665,,,,Emergency Operations Performed,C12,10238,,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,44
150500345,19-Feb-15,00-Jan-00,00-Jan-00,Knox Road/Dickinson Road,Hazmat / Hazardous Condition,City of College Park,289133,FALSE,FALSE,C12B,22485,21654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phone Wires,21654,,12
150500408,19-Feb-15,00-Jan-00,00-Jan-00,3711 Campus Dr,Non-Emergency Incidents,City of College Park,290134,FALSE,FALSE,E122,20100,21021,20098,21654,22679,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150500413,19-Feb-15,00-Jan-00,00-Jan-00,NB Baltimore Ave South of Paint Branch Pkwy,Rescues,City of College Park,291135,FALSE,FALSE,E122,20100,21021,20098,21654,22679,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150510005,20-Feb-15,00-Jan-00,00-Jan-00,79 Administration Circle,Automatic Alarms,University of Maryland,292136,FALSE,FALSE,E122,20100,21021,20098,21532,21654,22679,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150510119,20-Feb-15,00-Jan-00,00-Jan-00,224 Stadium Dr,Automatic Alarms,University of Maryland,293137,FALSE,FALSE,E122,20100,21021,20098,21532,22679,,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150510189,20-Feb-15,00-Jan-00,00-Jan-00,5851 Ammendale Rd,Hazmat / Hazardous Condition,Surrounding Area,294138,TRUE,FALSE,TK12,20100,21021,20098,22742,21665,,,,,Emergency Operations Performed,C12B,16691,,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,31
150510304,20-Feb-15,00-Jan-00,00-Jan-00,6018 Westchester Park Dr,Hazmat / Hazardous Condition,Surrounding Area,295139,TRUE,FALSE,E122,15876,20100,22742,20098,21665,21654,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malf stove, staged.",15876,,14
150510331,20-Feb-15,00-Jan-00,00-Jan-00,166 Stadium Dr,Automatic Alarms,University of Maryland,296140,FALSE,FALSE,E122,15876,20100,20098,22679,21665,21532,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broken sprinkler head, secured and drained sprinkler zone, resumed fire watch.  Building currently only has basement sprinkler zone active.",15876,,12
150510378,20-Feb-15,00-Jan-00,00-Jan-00,4601 Knox Rd,Hazmat / Hazardous Condition,City of College Park,299143,FALSE,FALSE,E122,15876,20100,21665,22679,21532,20098,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,12
150510382,20-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,297141,FALSE,FALSE,E122,15876,20100,20098,22679,21532,21665,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken sprinkler,15876,,12
150510400,20-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,298142,FALSE,FALSE,E122,15876,20100,20098,21532,22679,21665,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bells reset,15876,,12
150510469,20-Feb-15,00-Jan-00,00-Jan-00,1824 Metzerott Rd,Structure Fire,Surrounding Area,300144,TRUE,FALSE,TK12,20100,21021,21532,21665,22679,,,,,Staged,Stat,9781,,,,,,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,34
150520057,21-Feb-15,00-Jan-00,00-Jan-00,4313 Knox Rd,EMS Assists,University of Maryland,301145,FALSE,FALSE,E122,9781,17038,21532,22679,,,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persciption overdose. Assisted EMS,22679,,12
150520099,21-Feb-15,00-Jan-00,00-Jan-00,4500 Paint Branch Pkwy,Non-Emergency Incidents,University of Maryland,302146,FALSE,FALSE,TK12,9781,17038,21021,20098,22485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broken heater line.  UMD on scene.,9781,,12
150520485,21-Feb-15,00-Jan-00,00-Jan-00,6806 Furman Parkway,Hazmat / Hazardous Condition,Surrounding Area,306150,FALSE,FALSE,F12,21665,18044,22176,,,,,,,PISPTA,HMSU12,22742,17038,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,17826,,30
150530071,22-Feb-15,00-Jan-00,00-Jan-00,7201 Princeton Ave,Hazmat / Hazardous Condition,City of College Park,307151,FALSE,FALSE,TK12,21021,17826,21014,21532,22679,22724,20098,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low battery in CO detector,21021,,12
150530135,22-Feb-15,00-Jan-00,00-Jan-00,8150 baltimore ave,Automatic Alarms,City of College Park,308152,FALSE,FALSE,E122,18044,17038,22176,21665,22485,22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,broken sprinkler pipe,17038,,12
150530267,22-Feb-15,00-Jan-00,00-Jan-00,baltimore ave / hollywood rd,Vehicle Fire,City of College Park,309153,FALSE,FALSE,E122,18044,17038,22485,21665,22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,goood intent,17038,,11
150530325,22-Feb-15,00-Jan-00,00-Jan-00,8131 15th ave,Structure Fire,Surrounding Area,,TRUE,FALSE,E122,18044,17038,22485,21665,22742,,,,,PISPTA,TK12,15876,17826,21021,21532,22679,22724,21014,,,PISPTA,C12,,10238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,18044,,34
150530345,22-Feb-15,00-Jan-00,00-Jan-00,8700 Baltimore Ave,Automatic Alarms,City of College Park,311155,FALSE,FALSE,E122,18044,17038,21665,22742,22485,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broken sprinkler pipe, bells reset",15876,,11
150530356,22-Feb-15,00-Jan-00,00-Jan-00,8700 Baltimore Ave,Automatic Alarms,City of College Park,312156,FALSE,FALSE,E122,18044,17038,21665,22742,22485,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bells Reset,15876,,11
150530397,22-Feb-15,00-Jan-00,00-Jan-00,4918 Powder Mill RD,Hazmat / Hazardous Condition,Surrounding Area,313157,FALSE,FALSE,TK12,15876,17826,21021,22679,21532,21654,,,,Emergency Operations Performed,HMSU12,22724,21014,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"High CO readings, one Pri 4 dog, TK12 shut gas, assisted ventilation.",15876,,31
150530464,22-Feb-15,00-Jan-00,00-Jan-00,65 Preinkert Dr,Other Emergency,University of Maryland,314158,FALSE,FALSE,E122,21021,17038,21532,21654,22679,22742,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steam pipe broke, steam coming out from under concrete. Police matter.",21021,,12
150530493,22-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,315159,FALSE,FALSE,E122,20104,17826,22679,22742,21654,21532,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open line in the elevator.  Investigated the first floor sprinkler flow troubles and alarms.  Found no leaks or flowing water.  Building remains on fire watch.,20104,,12
150530520,22-Feb-15,00-Jan-00,00-Jan-00,4 Fraternity Dr.,Hazmat / Hazardous Condition,City of College Park,316160,TRUE,FALSE,E122,20104,17826,21532,21654,22679,22742,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Investigated an outside gas leak.  Odor dissipated,20104,,12
150530555,22-Feb-15,00-Jan-00,00-Jan-00,4535 College Avenue,Other Emergency,City of College Park,317161,FALSE,FALSE,E122,20104,17826,21654,21532,22679,22742,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22724,,12
150530575,22-Feb-15,00-Jan-00,00-Jan-00,46 Chapel Dr.,Automatic Alarms,University of Maryland,318162,FALSE,FALSE,E122,20104,17826,21654,21532,22679,22742,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20104,,12
150540347,23-Feb-15,00-Jan-00,00-Jan-00,6001 Logan Way,Structure Fire,Surrounding Area,322166,TRUE,FALSE,E122,20100,21021,21014,21532,22724,,,,,PISPTA,Utility,16691,,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22724,,9
150540415,23-Feb-15,00-Jan-00,00-Jan-00,5911 Cherrywood Terrace,Hazmat / Hazardous Condition,Surrounding Area,323167,TRUE,FALSE,E122,20100,21021,21014,21654,21532,22724,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22724,,14
150540439,23-Feb-15,00-Jan-00,00-Jan-00,4711 Berwyn House Road,Non-Emergency Incidents,City of College Park,324168,FALSE,FALSE,E122,20100,21021,21014,21665,22485,22742,,,,Assist EMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT assisted to her feet,22724,,12
150550019,26-Feb-15,00-Jan-00,00-Jan-00,1418 Kanawha St,Structure Fire,Surrounding Area,325169,TRUE,FALSE,TK12,20100,21021,22724,21014,21654,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100,,34
150550252,24-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Non-Emergency Incidents,City of College Park,330174,FALSE,FALSE,E122,20104,15876,21654,21532,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building placed off of fire watch,20104,,12
150550258,24-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,EMS Assists,City of College Park,331175,FALSE,FALSE,E122,20104,15876,21654,21532,22724,22679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISOS,20104,,12
150550298,24-Feb-15,00-Jan-00,00-Jan-00,7905 Kreeger Dr,Structure Fire,Surrounding Area,332176,TRUE,FALSE,E122,15876,17568,21654,21532,22724,,,,,Staged,,,10238,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E122 staged, C12 (as B884) had command",15876,,34
150550323,24-Feb-15,00-Jan-00,00-Jan-00,84 Regents Dr,EMS Assists,University of Maryland,333177,FALSE,FALSE,E122,15876,17568,21532,21654,22724,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assist A129,15876,,12
150550372,24-Feb-15,00-Jan-00,00-Jan-00,4400 31st St,Structure Fire,Surrounding Area,334178,TRUE,FALSE,E122,20104,21021,22724,22742,21014,,,,,PISOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20104,,55
150550395,24-Feb-15,00-Jan-00,00-Jan-00,11240 Cherry Hill Rd,Hazmat / Hazardous Condition,Surrounding Area,335179,TRUE,FALSE,TK12,20104,21021,21665,22485,22742,21014,,,,Staged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20104,,41
150550401,25-Feb-15,00-Jan-00,,Central Ave/Addison Rd,Hazmat / Hazardous Condition,Surrounding Area,336180,FALSE,FALSE,E122,20104,21021,21014,21665,22742,22724,,,,Emergency Operations Performed,HMSU12,22485,21532,,,,,,,,Emergency Operations Performed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pumped off,20104,,08
150560011,25-Feb-15,00-Jan-00,00-Jan-00,4514 Knox RD,Automatic Alarms,City of College Park,337181,FALSE,FALSE,E122,20104,21021,21014,22724,21665,22485,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alarm Reset,20104,,12
150560260,25-Feb-15,00-Jan-00,00-Jan-00,9801 Greenbelt Road,Hazmat / Hazardous Condition,Surrounding Area,341185,FALSE,FALSE,HMSU12,21654,21014,,,,,,,,,E122,17568,10238,21021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PISPTA,21654,,48
150570005,26-Feb-15,00-Jan-00,00-Jan-00,8150 Baltimore Ave,Automatic Alarms,City of College Park,342186,FALSE,FALSE,E122,20104,21021,21654,21532,22742,22724,,,,Investigation - Malfunctioning Alarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water flow alarm in stairwell C on the ground floor.  Nothing found during the investigation.  Building placed on fire watch,20104,,12
150570148,26-Feb-15,00-Jan-00,00-Jan-00,4230 Knox Rd.,Automatic Alarms,University of Maryland,343187,FALSE,FALSE,E122,16691,21021,21654,21532,,,,,,Investigation - Nothing Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workers working on system per maintence,16691,,12
150570218,26-Feb-15,00-Jan-00,00-Jan-00,9879 Good Luck Road,Structure Fire,Surrounding Area,345189,TRUE,FALSE,TK12,20100,21021,22485,22679,21532,,,,,PISPTA,C12B,16691,,,,,,,,,PISPTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22724,,48
